"Id","Label","clade","size","BGCtype","complete","MAGhit","MAG","GCFnum"
"MO_167.c_11529.region001","MO_167_c11529_001","site6","1","bacteriocin","NO","YES","MO_167.bin.44",1816
"MO_167.c_11584.region001","MO_167_c11584_001","site6","1","NRPS","NO","NO","NA.",1601
"MO_167.c_1161.region001","MO_167_c1161_001","site6","1","T1PKS","NO","YES","MO_167.bin.26",1847
"MO_167.c_11621.region001","MO_167_c11621_001","site6","1","TfuA-related","NO","NO","NA.",806
"MO_167.c_117.region001","NA.","NA.","NA.","arylpolyene","YES","YES","MO_167.bin.37",1570
"MO_167.c_11700.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.40",1571
"MO_167.c_1176.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.51",1572
"MO_167.c_11936.region001","MO_167_c11936_001","site6","1","T1PKS","NO","YES","MO_167.bin.58",1757
"MO_167.c_12.region001","MO_167_c12_001","site6","1","bacteriocin","YES","YES","MO_167.bin.29",1907
"MO_167.c_12039.region001","MO_167_c12039_001","site6","1","bacteriocin","NO","YES","MO_167.bin.51",991
"MO_167.c_1204.region001","NA.","NA.","NA.","terpene","YES","YES","MO_167.bin.34",1576
"MO_167.c_12116.region001","MO_167_c12116_001","site6","1","NRPS-like","NO","YES","MO_167.bin.49",1917
"MO_167.c_1212.region001","MO_167_c1212_001","site6","1","terpene","NO","YES","MO_167.bin.34",2960
"MO_167.c_12132.region001","NA.","NA.","NA.","hserlactone","NO","YES","MO_167.bin.7",1579
"MO_167.c_1240.region001","NA.","NA.","NA.","terpene","YES","YES","MO_167.bin.34",1580
"MO_167.c_1241.region001","MO_167_c1241_001","site6","1","hglE-KS","NO","YES","MO_167.bin.42",1817
"MO_167.c_1266.region001","MO_167_c1266_001","site6","1","hglE-KS","NO","YES","MO_167.bin.52",1817
"MO_167.c_12762.region001","MO_167_c12762_001","site6","1","NRPS","NO","YES","MO_167.bin.40",1617
"MO_167.c_1277.region001","MO_167_c1277_001","site6","1","hglE-KS","NO","NO","NA.",1584
"MO_167.c_12779.region001","MO_167_c12779_001","site6","1","hglE-KS","NO","NO","NA.",1619
"MO_167.c_12819.region001","NA.","NA.","NA.","siderophore","NO","YES","MO_167.bin.8",1586
"MO_167.c_1285.region001","MO_167_c1285_001","site6","1","lassopeptide","NO","YES","MO_167.bin.12",378
"MO_167.c_1286.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_167.bin.51",1588
"MO_167.c_1289.region001","NA.","NA.","NA.","arylpolyene","NO","YES","MO_167.bin.37",1589
"MO_167.c_129.region001","NA.","NA.","NA.","terpene","YES","YES","MO_167.bin.30",1590
"MO_167.c_12907.region001","NA.","NA.","NA.","NRPS-like","NO","NO","NA.",1591
"MO_167.c_13011.region001","MO_167_c13011_001","site6","1","T1PKS","NO","YES","MO_167.bin.20",1969
"MO_167.c_1305.region001","MO_167_c1305_001","site6","1","betalactone","NO","YES","MO_167.bin.22",1429
"MO_167.c_131.region001","MO_167_c131_001","site6","1","T1PKS","NO","YES","MO_167.bin.25",1670
"MO_167.c_1325.region001","MO_167_c1325_001","site6","1","terpene","YES","YES","MO_167.bin.27",2747
"MO_167.c_13284.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.23",1596
"MO_167.c_13355.region001","MO_167_c13355_001","site6","1","hserlactone","NO","YES","MO_167.bin.52",1597
"MO_167.c_13362.region001","MO_167_c13362_001","site6","1","lanthipeptide","NO","NO","NA.",985
"MO_167.c_13398.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.44",1599
"MO_167.c_1343.region001","MO_167_c1343_001","site6","1","arylpolyene","NO","YES","MO_167.bin.8",2574
"MO_167.c_13493.region001","MO_167_c13493_001","site6","1","NRPS","NO","NO","NA.",1601
"MO_167.c_13598.region001","MO_167_c13598_001","site6","1","NRPS","NO","YES","MO_167.bin.41",1860
"MO_167.c_1448.region001","NA.","NA.","NA.","T1PKS","NO","YES","MO_167.bin.44",1603
"MO_167.c_146.region001","MO_167_c146_001","site6","1","NRPS-like","YES","YES","MO_167.bin.25",1754
"MO_167.c_1463.region001","MO_167_c1463_001","site6","1","NRPS","NO","YES","MO_167.bin.27",1605
"MO_167.c_1488.region001","MO_167_c1488_001","site6","1","NRPS","NO","YES","MO_167.bin.6",12
"MO_167.c_15018.region001","MO_167_c15018_001","site6","1","bacteriocin","NO","YES","MO_167.bin.21",1907
"MO_167.c_15112.region001","MO_167_c15112_001","site6","1","NRPS","NO","NO","NA.",1885
"MO_167.c_15189.region001","MO_167_c15189_001","site6","1","transAT-PKS-like","NO","NO","NA.",2019
"MO_167.c_152.region001","MO_167_c152_001","site6","1","bacteriocin","NO","YES","MO_167.bin.25",893
"MO_167.c_1526.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.22",1611
"MO_167.c_15285.region001","NA.","NA.","NA.","hserlactone","NO","YES","MO_167.bin.20",1612
"MO_167.c_1533.region001","MO_167_c1533_001","site6","1","lanthipeptide","NO","YES","MO_167.bin.42",1781
"MO_167.c_15404.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.15",1614
"MO_167.c_15450.region001","MO_167_c15450_001","site6","1","NRPS","NO","YES","MO_167.bin.41",1946
"MO_167.c_15478.region001","MO_167_c15478_001","site6","1","terpene","NO","YES","MO_167.bin.3",1616
"MO_167.c_15545.region001","MO_167_c15545_001","site6","1","NRPS","NO","YES","MO_167.bin.54",1617
"MO_167.c_15600.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.45",1618
"MO_167.c_15727.region001","MO_167_c15727_001","site6","1","hglE-KS","NO","NO","NA.",1619
"MO_167.c_1578.region001","MO_167_c1578_001","site6","1","hglE-KS","NO","YES","MO_167.bin.51",2036
"MO_167.c_15837.region001","MO_167_c15837_001","site6","1","hglE-KS","NO","YES","MO_167.bin.54",1833
"MO_167.c_15876.region001","MO_167_c15876_001","site6","1","transAT-PKS-like","NO","YES","MO_167.bin.22",1626
"MO_167.c_15896.region001","MO_167_c15896_001","site6","1","TfuA-related","NO","YES","MO_167.bin.52",2421
"MO_167.c_15910.region001","NA.","NA.","NA.","resorcinol","NO","YES","MO_167.bin.8",1624
"MO_167.c_1599.region001","MO_167_c1599_001","site6","1","NRPS","NO","NO","NA.",1779
"MO_167.c_16022.region001","MO_167_c16022_001","site6","1","T1PKS","NO","NO","NA.",1626
"MO_167.c_161.region001","MO_167_c161_001","site6","1","terpene","YES","YES","MO_167.bin.29",2018
"MO_167.c_16203.region001","MO_167_c16203_001","site6","1","LAP","NO","NO","NA.",2525
"MO_167.c_16266.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_167.bin.8",1629
"MO_167.c_163.region001","MO_167_c163_001","site6","1","NRPS-like","YES","YES","MO_167.bin.29",487
"MO_167.c_16310.region001","MO_167_c16310_001","site6","1","T1PKS","NO","NO","NA.",1631
"MO_167.c_166.region001","NA.","NA.","NA.","terpene","YES","YES","MO_167.bin.37",1632
"MO_167.c_1702.region001","MO_167_c1702_001","site6","1","bacteriocin","NO","YES","MO_167.bin.47",1633
"MO_167.c_1712.region001","MO_167_c1712_001","site6","1","bacteriocin","YES","YES","MO_167.bin.39",1137
"MO_167.c_172.region001","NA.","NA.","NA.","betalactone","YES","YES","MO_167.bin.25",1635
"MO_167.c_172.region002","MO_167_c172_002","site6","1","betalactone","YES","YES","MO_167.bin.25",2394
"MO_167.c_1729.region001","MO_167_c1729_001","site6","1","ladderane","NO","YES","MO_167.bin.47",2578
"MO_167.c_173.region001","MO_167_c173_001","site6","1","CDPS","YES","YES","MO_167.bin.51",2876
"MO_167.c_1734.region001","MO_167_c1734_001","site6","1","terpene","NO","YES","MO_167.bin.41",2306
"MO_167.c_1747.region001","MO_167_c1747_001","site6","1","bacteriocin","NO","YES","MO_167.bin.12",1640
"MO_167.c_1767.region001","MO_167_c1767_001","site6","1","CDPS","NO","YES","MO_167.bin.12",2488
"MO_167.c_1777.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.39",1642
"MO_167.c_1830.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.30",1643
"MO_167.c_1853.region001","NA.","NA.","NA.","lanthipeptide","NO","NO","NA.",1644
"MO_167.c_1861.region001","MO_167_c1861_001","site6","1","bacteriocin","NO","YES","MO_167.bin.27",2874
"MO_167.c_187.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.37",1646
"MO_167.c_188.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.2",1647
"MO_167.c_1885.region001","MO_167_c1885_001","site6","1","T1PKS","NO","YES","MO_167.bin.18",1648
"MO_167.c_19.region001","MO_167_c19_001","site6","1","hglE-KS","NO","YES","MO_167.bin.12",1817
"MO_167.c_1926.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_167.bin.39",1650
"MO_167.c_1941.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_167.bin.6",1651
"MO_167.c_1966.region001","MO_167_c1966_001","site6","1","NRPS","NO","YES","MO_167.bin.20",1652
"MO_167.c_2042.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.8",1653
"MO_167.c_207.region001","MO_167_c207_001","site6","1","lassopeptide","NO","YES","MO_167.bin.12",378
"MO_167.c_21.region001","MO_167_c21_001","site6","1","NRPS","YES","YES","MO_167.bin.34",1905
"MO_167.c_2102.region001","MO_167_c2102_001","site6","1","hglE-KS","NO","YES","MO_167.bin.22",1656
"MO_167.c_213.region001","MO_167_c213_001","site6","1","bacteriocin","YES","YES","MO_167.bin.2",1791
"MO_167.c_2134.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",1658
"MO_167.c_2137.region001","MO_167_c2137_001","site6","1","NRPS","NO","YES","MO_167.bin.6",1860
"MO_167.c_2155.region001","MO_167_c2155_001","site6","1","NRPS","NO","YES","MO_167.bin.26",1660
"MO_167.c_2171.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.6",1661
"MO_167.c_2180.region001","MO_167_c2180_001","site6","1","T1PKS","NO","NO","NA.",1808
"MO_167.c_2194.region001","MO_167_c2194_001","site6","1","resorcinol","NO","YES","MO_167.bin.23",1751
"MO_167.c_2199.region001","MO_167_c2199_001","site6","1","terpene","NO","YES","MO_167.bin.28",1664
"MO_167.c_2206.region001","MO_167_c2206_001","site6","1","terpene","NO","YES","MO_167.bin.6",1844
"MO_167.c_2210.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.6",1666
"MO_167.c_2238.region001","MO_167_c2238_001","site6","1","bacteriocin","YES","YES","MO_167.bin.18",3150
"MO_167.c_2263.region001","MO_167_c2263_001","site6","1","terpene","NO","YES","MO_167.bin.27",3122
"MO_167.c_2282.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.26",1669
"MO_167.c_23.region001","MO_167_c23_001","site6","1","T1PKS","NO","YES","MO_167.bin.25",1670
"MO_167.c_2305.region001","MO_167_c2305_001","site6","1","NRPS","NO","YES","MO_167.bin.51",1860
"MO_167.c_2313.region001","NA.","NA.","NA.","NRPS-like","NO","NO","NA.",1672
"MO_167.c_2318.region001","MO_167_c2318_001","site6","1","bacteriocin","YES","YES","MO_167.bin.41",1673
"MO_167.c_234.region001","MO_167_c234_001","site6","1","T1PKS","NO","YES","MO_167.bin.34",1916
"MO_167.c_2347.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.40",1675
"MO_167.c_2353.region001","MO_167_c2353_001","site6","1","lassopeptide","NO","YES","MO_167.bin.47",2261
"MO_167.c_2365.region001","MO_167_c2365_001","site6","1","T1PKS","NO","YES","MO_167.bin.19",1757
"MO_167.c_237.region001","MO_167_c237_001","site6","1","T1PKS","NO","YES","MO_167.bin.12",976
"MO_167.c_2384.region001","MO_167_c2384_001","site6","1","T1PKS","NO","YES","MO_167.bin.26",1883
"MO_167.c_2391.region001","MO_167_c2391_001","site6","1","bacteriocin","NO","YES","MO_167.bin.6",1532
"MO_167.c_2398.region001","NA.","NA.","NA.","T1PKS","NO","YES","MO_167.bin.40",1681
"MO_167.c_2404.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.34",1682
"MO_167.c_245.region001","NA.","NA.","NA.","betalactone","NO","YES","MO_167.bin.30",1683
"MO_167.c_25.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_167.bin.19",1684
"MO_167.c_2506.region001","MO_167_c2506_001","site6","1","terpene","NO","YES","MO_167.bin.26",1685
"MO_167.c_251.region001","MO_167_c251_001","site6","1","cyanobactin","YES","YES","MO_167.bin.27",2884
"MO_167.c_2512.region001","NA.","NA.","NA.","hglE-KS","NO","YES","MO_167.bin.20",1687
"MO_167.c_2549.region001","MO_167_c2549_001","site6","1","hglE-KS","NO","YES","MO_167.bin.41",1688
"MO_167.c_256.region001","NA.","NA.","NA.","acyl_amino_acids","NO","YES","MO_167.bin.37",1689
"MO_167.c_2582.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_167.bin.12",1690
"MO_167.c_2589.region001","MO_167_c2589_001","site6","1","NAGGN","NO","YES","MO_167.bin.39",1469
"MO_167.c_26.region001","MO_167_c26_001","site6","1","T1PKS","YES","YES","MO_167.bin.29",1916
"MO_167.c_2607.region001","MO_167_c2607_001","site6","1","NRPS-like","NO","YES","MO_167.bin.24",1891
"MO_167.c_2613.region001","MO_167_c2613_001","site6","1","cyanobactin","NO","YES","MO_167.bin.42",606
"MO_167.c_2628.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_167.bin.12",1695
"MO_167.c_2639.region001","MO_167_c2639_001","site6","1","NRPS","NO","YES","MO_167.bin.6",1721
"MO_167.c_264.region001","MO_167_c264_001","site6","1","NRPS","NO","YES","MO_167.bin.30",1905
"MO_167.c_2658.region001","MO_167_c2658_001","site6","1","CDPS","NO","YES","MO_167.bin.42",2480
"MO_167.c_268.region001","MO_167_c268_001","site6","1","terpene","YES","YES","MO_167.bin.51",1813
"MO_167.c_2685.region001","MO_167_c2685_001","site6","1","terpene","NO","YES","MO_167.bin.4",1958
"MO_167.c_2698.region001","MO_167_c2698_001","site6","1","bacteriocin","YES","YES","MO_167.bin.44",1701
"MO_167.c_2727.region001","MO_167_c2727_001","site6","1","T1PKS","NO","YES","MO_167.bin.42",1787
"MO_167.c_275.region001","MO_167_c275_001","site6","1","terpene","NO","YES","MO_167.bin.39",2018
"MO_167.c_2767.region001","MO_167_c2767_001","site6","1","T1PKS","NO","NO","NA.",1779
"MO_167.c_283.region001","NA.","NA.","NA.","bacteriocin","YES","NO","NA.",1705
"MO_167.c_2927.region001","MO_167_c2927_001","site6","1","hglE-KS","NO","YES","MO_167.bin.8",1819
"MO_167.c_2951.region001","NA.","NA.","NA.","acyl_amino_acids","NO","YES","MO_167.bin.12",1707
"MO_167.c_2959.region001","MO_167_c2959_001","site6","1","NRPS-like","NO","YES","MO_167.bin.42",2905
"MO_167.c_296.region001","MO_167_c296_001","site6","1","T1PKS","NO","YES","MO_167.bin.12",1847
"MO_167.c_2984.region001","MO_167_c2984_001","site6","1","T1PKS","NO","NO","NA.",1991
"MO_167.c_3.region001","MO_167_c3_001","site6","1","betalactone","YES","YES","MO_167.bin.50",2394
"MO_167.c_302.region001","MO_167_c302_001","site6","1","NRPS","YES","YES","MO_167.bin.6",1712
"MO_167.c_303.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_167.bin.51",1713
"MO_167.c_3059.region001","MO_167_c3059_001","site6","1","NRPS-like","NO","YES","MO_167.bin.41",1891
"MO_167.c_3076.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.6",1715
"MO_167.c_3132.region001","MO_167_c3132_001","site6","1","lanthipeptide","NO","YES","MO_167.bin.47",2580
"MO_167.c_315.region001","MO_167_c315_001","site6","1","T1PKS","NO","YES","MO_167.bin.26",1717
"MO_167.c_32.region001","MO_167_c32_001","site6","1","NRPS","NO","YES","MO_167.bin.27",1718
"MO_167.c_3214.region001","MO_167_c3214_001","site6","1","arylpolyene","NO","YES","MO_167.bin.54",1719
"MO_167.c_323.region001","MO_167_c323_001","site6","1","NRPS-like","NO","YES","MO_167.bin.30",1954
"MO_167.c_325.region001","MO_167_c325_001","site6","1","phosphonate","YES","YES","MO_167.bin.47",1721
"MO_167.c_3253.region001","MO_167_c3253_001","site6","1","hglE-KS","NO","YES","MO_167.bin.30",1916
"MO_167.c_3309.region001","MO_167_c3309_001","site6","1","terpene","NO","YES","MO_167.bin.6",1886
"MO_167.c_331.region001","MO_167_c331_001","site6","1","PBDE","NO","YES","MO_167.bin.27",2732
"MO_167.c_3319.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.52",1725
"MO_167.c_3357.region001","MO_167_c3357_001","site6","1","bacteriocin","NO","NO","NA.",1726
"MO_167.c_3373.region001","MO_167_c3373_001","site6","1","NRPS","NO","YES","MO_167.bin.6",1787
"MO_167.c_3388.region001","MO_167_c3388_001","site6","1","terpene","NO","YES","MO_167.bin.42",2024
"MO_167.c_3401.region001","MO_167_c3401_001","site6","1","cyanobactin","NO","YES","MO_167.bin.12",606
"MO_167.c_3407.region001","MO_167_c3407_001","site6","1","terpene","NO","YES","MO_167.bin.59",2015
"MO_167.c_3411.region001","MO_167_c3411_001","site6","1","terpene","NO","YES","MO_167.bin.52",1775
"MO_167.c_3428.region001","MO_167_c3428_001","site6","1","lanthipeptide","YES","YES","MO_167.bin.51",985
"MO_167.c_344.region001","NA.","NA.","NA.","thiopeptide","NO","YES","MO_167.bin.51",1733
"MO_167.c_3473.region001","MO_167_c3473_001","site6","1","hglE-KS","NO","YES","MO_167.bin.12",1817
"MO_167.c_3516.region001","MO_167_c3516_001","site6","1","terpene","NO","YES","MO_167.bin.47",1735
"MO_167.c_353.region001","MO_167_c353_001","site6","1","hserlactone","YES","YES","MO_167.bin.27",2280
"MO_167.c_3555.region001","MO_167_c3555_001","site6","1","NRPS","NO","NO","NA.",1860
"MO_167.c_360.region001","MO_167_c360_001","site6","1","T1PKS","NO","YES","MO_167.bin.51",1757
"MO_167.c_363.region001","NA.","NA.","NA.","arylpolyene","NO","YES","MO_167.bin.22",1739
"MO_167.c_373.region001","MO_167_c373_001","site6","1","hglE-KS","NO","YES","MO_167.bin.19",1769
"MO_167.c_374.region001","MO_167_c374_001","site6","1","bacteriocin","YES","YES","MO_167.bin.12",3150
"MO_167.c_383.region001","NA.","NA.","NA.","bacteriocin","YES","NO","NA.",1742
"MO_167.c_385.region001","NA.","NA.","NA.","T1PKS","NO","YES","MO_167.bin.51",1743
"MO_167.c_3853.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.35",1744
"MO_167.c_389.region001","MO_167_c389_001","site6","1","hglE-KS","NO","YES","MO_167.bin.44",1976
"MO_167.c_3897.region001","MO_167_c3897_001","site6","1","NRPS","NO","NO","NA.",1860
"MO_167.c_3922.region001","MO_167_c3922_001","site6","1","ladderane","NO","YES","MO_167.bin.18",2356
"MO_167.c_3940.region001","MO_167_c3940_001","site6","1","transAT-PKS-like","NO","NO","NA.",1960
"MO_167.c_395.region001","MO_167_c395_001","site6","1","arylpolyene","NO","YES","MO_167.bin.19",2574
"MO_167.c_3953.region001","MO_167_c3953_001","site6","1","NRPS","NO","YES","MO_167.bin.41",1946
"MO_167.c_3981.region001","MO_167_c3981_001","site6","1","resorcinol","NO","YES","MO_167.bin.54",1751
"MO_167.c_399.region001","MO_167_c399_001","site6","1","bacteriocin","YES","YES","MO_167.bin.12",1752
"MO_167.c_400.region001","MO_167_c400_001","site6","1","bacteriocin","YES","YES","MO_167.bin.27",1753
"MO_167.c_402.region001","MO_167_c402_001","site6","1","NRPS-like","NO","YES","MO_167.bin.50",1754
"MO_167.c_408.region001","MO_167_c408_001","site6","1","NRPS-like","YES","NO","NA.",1755
"MO_167.c_4113.region001","MO_167_c4113_001","site6","1","hglE-KS","NO","YES","MO_167.bin.4",1976
"MO_167.c_4125.region001","MO_167_c4125_001","site6","1","T1PKS","NO","NO","NA.",1757
"MO_167.c_4152.region001","NA.","NA.","NA.","PpyS-KS","NO","YES","MO_167.bin.38",1758
"MO_167.c_419.region001","MO_167_c419_001","site6","1","bacteriocin","YES","YES","MO_167.bin.6",1759
"MO_167.c_420.region001","MO_167_c420_001","site6","1","acyl_amino_acids","NO","YES","MO_167.bin.55",2038
"MO_167.c_4234.region001","MO_167_c4234_001","site6","1","NRPS","NO","YES","MO_167.bin.41",1761
"MO_167.c_4239.region001","MO_167_c4239_001","site6","1","acyl_amino_acids","NO","YES","MO_167.bin.26",2609
"MO_167.c_4269.region001","MO_167_c4269_001","site6","1","terpene","NO","YES","MO_167.bin.47",2445
"MO_167.c_427.region001","MO_167_c427_001","site6","1","NRPS-like","YES","YES","MO_167.bin.30",2026
"MO_167.c_431.region001","NA.","NA.","NA.","NRPS","YES","YES","MO_167.bin.12",1765
"MO_167.c_4327.region001","MO_167_c4327_001","site6","1","microviridin","NO","YES","MO_167.bin.47",1766
"MO_167.c_4359.region001","MO_167_c4359_001","site6","1","NRPS","NO","YES","MO_167.bin.47",1767
"MO_167.c_436.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.38",1768
"MO_167.c_4379.region001","MO_167_c4379_001","site6","1","hglE-KS","NO","YES","MO_167.bin.44",1769
"MO_167.c_44.region001","MO_167_c44_001","site6","1","NRPS","NO","YES","MO_167.bin.47",2453
"MO_167.c_442.region001","MO_167_c442_001","site6","1","T1PKS","YES","YES","MO_167.bin.47",1771
"MO_167.c_4464.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.42",1772
"MO_167.c_451.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.19",1773
"MO_167.c_4600.region001","MO_167_c4600_001","site6","1","bacteriocin","NO","YES","MO_167.bin.51",991
"MO_167.c_4616.region001","MO_167_c4616_001","site6","1","terpene","NO","YES","MO_167.bin.27",1775
"MO_167.c_4649.region001","MO_167_c4649_001","site6","1","terpene","NO","YES","MO_167.bin.52",1776
"MO_167.c_4758.region001","MO_167_c4758_001","site6","1","NRPS","NO","YES","MO_167.bin.47",1885
"MO_167.c_4833.region001","MO_167_c4833_001","site6","1","lassopeptide","NO","YES","MO_167.bin.18",378
"MO_167.c_4887.region001","MO_167_c4887_001","site6","1","T1PKS","NO","NO","NA.",1779
"MO_167.c_4889.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.41",1780
"MO_167.c_49.region001","MO_167_c49_001","site6","1","lanthipeptide","YES","YES","MO_167.bin.47",1781
"MO_167.c_4902.region001","MO_167_c4902_001","site6","1","T1PKS","NO","NO","NA.",1891
"MO_167.c_491.region001","MO_167_c491_001","site6","1","bacteriocin","NO","YES","MO_167.bin.42",1783
"MO_167.c_4988.region001","NA.","NA.","NA.","acyl_amino_acids","NO","YES","MO_167.bin.24",1784
"MO_167.c_5038.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_167.bin.51",1785
"MO_167.c_51.region001","NA.","NA.","NA.","terpene","YES","YES","MO_167.bin.30",1786
"MO_167.c_516.region001","MO_167_c516_001","site6","1","NRPS","NO","YES","MO_167.bin.12",1787
"MO_167.c_5175.region001","MO_167_c5175_001","site6","1","bacteriocin","NO","YES","MO_167.bin.40",893
"MO_167.c_5195.region001","NA.","NA.","NA.","CDPS","NO","YES","MO_167.bin.41",1789
"MO_167.c_520.region001","MO_167_c520_001","site6","1","arylpolyene","NO","YES","MO_167.bin.19",1719
"MO_167.c_5248.region001","MO_167_c5248_001","site6","1","bacteriocin","NO","YES","MO_167.bin.17",1791
"MO_167.c_5279.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",1792
"MO_167.c_5294.region001","MO_167_c5294_001","site6","1","hglE-KS","NO","YES","MO_167.bin.41",2036
"MO_167.c_5301.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.31",1794
"MO_167.c_5411.region001","MO_167_c5411_001","site6","1","terpene","NO","YES","MO_167.bin.22",904
"MO_167.c_543.region001","MO_167_c543_001","site6","1","CDPS","NO","YES","MO_167.bin.51",2876
"MO_167.c_5441.region001","MO_167_c5441_001","site6","1","bacteriocin","NO","YES","MO_167.bin.44",1873
"MO_167.c_5489.region001","MO_167_c5489_001","site6","1","indole","NO","YES","MO_167.bin.18",1798
"MO_167.c_5505.region001","MO_167_c5505_001","site6","1","terpene","NO","YES","MO_167.bin.16",2523
"MO_167.c_554.region001","MO_167_c554_001","site6","1","NRPS-like","NO","NO","NA.",1800
"MO_167.c_56.region001","MO_167_c56_001","site6","1","bacteriocin","YES","YES","MO_167.bin.19",1958
"MO_167.c_562.region001","MO_167_c562_001","site6","1","lassopeptide","YES","YES","MO_167.bin.12",2622
"MO_167.c_5644.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.12",1803
"MO_167.c_5667.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_167.bin.7",1804
"MO_167.c_5676.region001","MO_167_c5676_001","site6","1","T1PKS","NO","YES","MO_167.bin.17",1825
"MO_167.c_5727.region001","MO_167_c5727_001","site6","1","hglE-KS","NO","YES","MO_167.bin.8",1859
"MO_167.c_583.region001","MO_167_c583_001","site6","1","hglE-KS","NO","YES","MO_167.bin.18",1807
"MO_167.c_5830.region001","MO_167_c5830_001","site6","1","T1PKS","NO","NO","NA.",1808
"MO_167.c_5886.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.40",1809
"MO_167.c_5934.region001","MO_167_c5934_001","site6","1","hserlactone","NO","YES","MO_167.bin.59",2265
"MO_167.c_60.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.19",1811
"MO_167.c_6036.region001","MO_167_c6036_001","site6","1","NRPS-like","NO","YES","MO_167.bin.26",1891
"MO_167.c_606.region001","MO_167_c606_001","site6","1","terpene","NO","YES","MO_167.bin.41",1813
"MO_167.c_608.region001","NA.","NA.","NA.","siderophore","YES","YES","MO_167.bin.41",1814
"MO_167.c_614.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_167.bin.51",1815
"MO_167.c_615.region001","MO_167_c615_001","site6","1","bacteriocin","YES","YES","MO_167.bin.19",1816
"MO_167.c_616.region001","MO_167_c616_001","site6","1","hglE-KS","NO","YES","MO_167.bin.47",1817
"MO_167.c_6215.region001","MO_167_c6215_001","site6","1","T1PKS","NO","YES","MO_167.bin.24",1969
"MO_167.c_6219.region001","MO_167_c6219_001","site6","1","hglE-KS","NO","YES","MO_167.bin.4",1819
"MO_167.c_6295.region001","MO_167_c6295_001","site6","1","terpene","NO","YES","MO_167.bin.28",2018
"MO_167.c_6319.region001","MO_167_c6319_001","site6","1","transAT-PKS-like","NO","NO","NA.",1960
"MO_167.c_6412.region001","MO_167_c6412_001","site6","1","terpene","NO","YES","MO_167.bin.12",2024
"MO_167.c_6487.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",1823
"MO_167.c_6507.region001","MO_167_c6507_001","site6","1","T1PKS","NO","NO","NA.",1891
"MO_167.c_6511.region001","MO_167_c6511_001","site6","1","T1PKS","NO","YES","MO_167.bin.28",1825
"MO_167.c_6519.region001","MO_167_c6519_001","site6","1","hglE-KS","NO","YES","MO_167.bin.33",1859
"MO_167.c_6550.region001","MO_167_c6550_001","site6","1","T1PKS","NO","YES","MO_167.bin.47",1827
"MO_167.c_663.region001","NA.","NA.","NA.","T1PKS","NO","YES","MO_167.bin.51",1828
"MO_167.c_670.region001","MO_167_c670_001","site6","1","NRPS","NO","YES","MO_167.bin.6",2311
"MO_167.c_673.region001","NA.","NA.","NA.","hglE-KS","NO","YES","MO_167.bin.51",1830
